縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註
雲林縣,V-50,西湖橋,91,500,E120.18121,N23.67974,台17線,台西,飛沙,90,200,95,570,平原區,5.40,16.3,北,3.6,3.5,,,,,,1.3,"1,224",25,53,2,15,592,"1,911","1,748","10,319",186,7,8,0.51 ,四
雲林縣,V-50,西湖橋,91,500,E120.18121,N23.67974,台17線,台西,飛沙,90,200,95,570,平原區,5.40,16.3,南,3.6,3.5,,,,,,0.8,"1,119",31,55,0,21,591,"1,817","1,667","9,812",179,17,18,0.51 ,四
雲林縣,V-51,三姓寮,96,0,E120.17103,N23.64008,台17線,飛沙,金湖,95,570,98,54,平原區,2.50,15.0,北,3.5,3.5,,,,,,0.5,"1,317",6,40,0,16,384,"1,763","1,664","4,408",184,17,18,0.57 ,四
雲林縣,V-51,三姓寮,96,0,E120.17103,N23.64008,台17線,飛沙,金湖,95,570,98,54,平原區,2.50,15.0,南,3.5,3.5,,,,,,0.5,"1,455",10,52,0,15,363,"1,895","1,811","4,738",139,12,13,0.57 ,四
雲林縣,V-52,成龍二號橋,104,300,E120.16981,N23.55447,台17線,金湖,雲嘉縣界,98,54,109,938,平原區,11.90,14.8,北,3.3,3.3,,,,,,1.0,848,17,36,0,2,622,"1,525","1,307","18,148",106,7,8,0.53 ,四
雲林縣,V-52,成龍二號橋,104,300,E120.16981,N23.55447,台17線,金湖,雲嘉縣界,98,54,109,938,平原區,11.90,14.8,南,3.3,3.3,,,,,,0.6,882,18,52,0,1,666,"1,619","1,390","19,266",121,16,17,0.53 ,四
嘉義縣,V-53,鰲鼓橋,114,700,E120.17022,N23.49503,台17線,雲嘉縣界,屯子頭,109,938,116,633,平原區,6.70,22.3,北,3.5,3.5,3.5,,,,,0.9,802,6,6,1,3,291,"1,109","1,007","7,430",136,14,15,0.51 ,日
嘉義縣,V-53,鰲鼓橋,114,700,E120.17022,N23.49503,台17線,雲嘉縣界,屯子頭,109,938,116,633,平原區,6.70,22.3,南,3.5,3.5,3.5,,,,,0.4,818,5,7,0,3,373,"1,206","1,070","8,080",131,14,15,0.51 ,日
嘉義縣,V-54,新厝橋,126,200,E120.17228,N23.38756,台17線,屯子頭,新厝橋,116,633,126,200,平原區,9.60,15.8,北,3.5,3.5,,,,,,1.0,"2,263",43,12,1,3,978,"3,300","2,945","31,680",289,14,15,0.51 ,日
嘉義縣,V-54,新厝橋,126,200,E120.17228,N23.38756,台17線,屯子頭,新厝橋,116,633,126,200,平原區,9.60,15.8,南,3.5,3.5,,,,,,0.8,"2,310",49,6,0,1,976,"3,342","2,982","32,083",306,13,14,0.51 ,日
嘉義縣,V-55,台電新塭所,135,0,E120.17228,N23.38756,台17線,新厝橋,嘉南縣界,126,200,137,770,平原區,11.60,15.6,北,3.5,3.5,,,,,,0.8,928,12,36,0,1,489,"1,466","1,296","17,006",114,17,18,0.51 ,四
嘉義縣,V-55,台電新塭所,135,0,E120.17228,N23.38756,台17線,新厝橋,嘉南縣界,126,200,137,770,平原區,11.60,15.6,南,3.5,3.5,,,,,,0.8,971,15,37,0,1,498,"1,522","1,352","17,655",108,18,19,0.51 ,四
台南市,V-56,將軍溪橋,146,910,E120.13605,N23.22938,台17線,嘉南大橋南端溪底寮,後港,137,770,152,594,平原區,14.80,16.4,北,3.5,3.5,,,,,,1.2,"1,992",12,52,1,10,"1,085","3,152","2,772","46,650",206,19,20,0.64 ,日
台南市,V-56,將軍溪橋,146,910,E120.13605,N23.22938,台17線,嘉南大橋南端溪底寮,後港,137,770,152,594,平原區,14.80,16.4,南,3.5,3.5,,,,,,1.2,"1,706",12,57,1,11,951,"2,738","2,417","40,522",362,18,19,0.64 ,日
台南市,V-57,七股溪橋,159,130,E120.13286,N23.12917,台17線,後港,樹農溪橋,152,594,160,400,平原區,7.80,15.6,北,3.5,3.5,,,,,,0.8,"5,065",36,223,2,92,"2,332","7,750","7,135","60,450",696,15,16,0.56 ,日
台南市,V-57,七股溪橋,159,130,E120.13286,N23.12917,台17線,後港,樹農溪橋,152,594,160,400,平原區,7.80,15.6,南,3.5,3.5,,,,,,0.8,"5,600",26,209,2,87,"2,610","8,534","7,786","66,565",903,17,18,0.56 ,日
台南市,V-58,國聖橋南側,164,380,E120.13547,N23.08156,台17線,樹農溪橋,台江大道,160,400,165,800,平原區,5.40,26.0,北,3.5,3.8,,,,3.0,,2.7,"10,259",58,53,0,202,"4,669","15,241","14,300","82,301","1,490",17,18,0.55 ,日
台南市,V-58,國聖橋南側,164,380,E120.13547,N23.08156,台17線,樹農溪橋,台江大道,160,400,165,800,平原區,5.40,26.0,南,3.5,3.8,,,,3.0,,2.7,"9,904",50,45,3,443,"4,017","14,462","14,197","78,095","1,195",17,18,0.55 ,日
台南市,V-59,海尾橋,171,550,E120.16540,N23.03242,台17線,台江大道,濱海橋,165,800,172,400,平原區,6.60,27.6,北,3.5,3.5,,,,4.5,,2.3,"11,957",27,279,3,229,"10,106","22,601","20,187","149,167","3,415",8,9,0.53 ,四
台南市,V-59,海尾橋,171,550,E120.16540,N23.03242,台17線,台江大道,濱海橋,165,800,172,400,平原區,6.60,27.6,南,3.5,3.5,,,,4.5,,2.3,"11,237",22,277,1,236,"12,252","24,025","20,973","158,565","3,040",17,18,0.53 ,四
台南市,V-60,大港觀海橋,174,300,E120.18488,N23.01125,台17線,濱海橋,府前路,172,400,176,400,平原區,4.00,23.0,北,3.5,3.5,,,,3.0,,1.5,"17,371",43,444,3,239,"12,262","30,362","27,411","121,448","3,150",7,8,0.53 ,四
台南市,V-60,大港觀海橋,174,300,E120.18488,N23.01125,台17線,濱海橋,府前路,172,400,176,400,平原區,4.00,23.0,南,3.5,3.5,,,,3.0,,1.5,"16,997",32,439,1,233,"13,488","31,190","27,848","124,760","3,604",17,18,0.53 ,四
台南市,V-61,新興國中,178,300,E120.18449,N22.97746,台17線,府前路,中華南路,176,400,180,0,平原區,3.60,21.6,北,3.5,3.5,,,,3.5,,0.3,"13,797",120,318,5,178,"10,026","24,444","22,021","87,998","2,178",17,18,0.54 ,四
台南市,V-61,新興國中,178,300,E120.18449,N22.97746,台17線,府前路,中華南路,176,400,180,0,平原區,3.60,21.6,南,3.5,3.5,,,,3.5,,0.3,"14,848",121,301,3,180,"7,846","23,299","21,523","83,876","2,562",7,8,0.54 ,四
台南市,V-62,中油北海站,181,350,E120.17862,N22.95089,台17線,中華南路,台８６線,180,0,183,100,平原區,3.10,27.0,北,3.5,3.5,,,,3.0,,3.5,"13,409",65,509,7,362,"5,195","19,547","19,015","60,596","1,894",7,8,0.52 ,四
台南市,V-62,中油北海站,181,350,E120.17862,N22.95089,台17線,中華南路,台８６線,180,0,183,100,平原區,3.10,27.0,南,3.5,3.5,,,,3.0,,3.5,"14,168",76,450,10,376,"4,213","19,293","19,064","59,808","1,744",16,17,0.52 ,四
台南市,V-63,二仁溪橋,185,350,E120.17696,N22.91608,台17線,台８６線,高雄市界,183,100,185,808,平原區,2.70,26.0,北,3.5,3.5,,,,3.0,,3.0,"5,608",28,96,0,65,"3,086","8,883","8,149","23,984",928,17,18,0.54 ,日
台南市,V-63,二仁溪橋,185,350,E120.17696,N22.91608,台17線,台８６線,高雄市界,183,100,185,808,平原區,2.70,26.0,南,3.5,3.5,,,,3.0,,3.0,"6,008",31,110,0,77,"3,377","9,603","8,815","25,928","1,109",15,16,0.54 ,日
嘉義縣,V-64,嘉義高鐵,0,500,E120.38211,N23.48644,台18線,太保,嘉太大橋,0,0,7,500,平原區,7.50,26.4,東,3.5,3.5,3.5,,,2.2,,0.5,"5,783",20,46,0,10,"1,771","7,630","7,152","57,225",839,7,8,0.50 ,四
嘉義縣,V-64,嘉義高鐵,0,500,E120.38211,N23.48644,台18線,太保,嘉太大橋,0,0,7,500,平原區,7.50,26.4,西,3.5,3.5,3.5,,,2.2,,0.5,"5,717",29,45,0,11,"1,830","7,632","7,143","57,240",853,17,18,0.50 ,四
嘉義縣,V-65,嘉太大橋,7,500,E120.38211,N23.48644,台18線,嘉太大橋,嘉義縣市西界,7,500,8,510,平原區,1.00,27.0,東,3.5,3.5,3.5,,,2.2,,0.8,"9,874",93,80,1,12,"2,523","12,583","11,939","12,583","1,520",17,18,0.59 ,四
嘉義縣,V-65,嘉太大橋,7,500,E120.38211,N23.48644,台18線,嘉太大橋,嘉義縣市西界,7,500,8,510,平原區,1.00,27.0,西,3.5,3.5,3.5,,,2.2,,0.8,"8,399",93,62,1,6,"2,454","11,015","10,371","11,015","1,045",7,8,0.59 ,四
嘉義縣,V-66,軍輝橋,17,800,E120.45838,N23.45716,台18線,嘉義縣市西界,後庄,8,510,17,972,平原區,9.50,18.2,東,3.5,3.5,,,,2.0,,0.1,"12,034",111,99,0,8,"17,466","29,718","24,600","282,321","2,466",17,18,0.51 ,四
嘉義縣,V-66,軍輝橋,17,800,E120.45838,N23.45716,台18線,嘉義縣市西界,後庄,8,510,17,972,平原區,9.50,18.2,西,3.5,3.5,,,,2.0,,0.1,"11,154",116,67,0,7,"18,092","29,436","24,114","279,642","2,555",7,8,0.51 ,四
嘉義縣,V-67,中庄橋,19,700,E120.46755,N23.45116,台18線,後庄,頂六,17,972,21,0,平原區,3.00,15.0,東,3.4,3.4,,,,,,0.4,"4,182",57,82,1,42,"2,682","7,046","6,129","21,138",530,7,8,0.54 ,四
嘉義縣,V-67,中庄橋,19,700,E120.46755,N23.45116,台18線,後庄,頂六,17,972,21,0,平原區,3.00,15.0,西,3.4,3.4,,,,,,1.0,"4,306",49,112,0,45,"3,022","7,534","6,496","22,602",627,17,18,0.54 ,四
嘉義縣,V-68,義仁橋,24,300,E120.51505,N23.44219,台18線,頂六,吳鳳廟,21,0,26,900,平原區,5.90,14.1,東,3.2,3.2,,,,,,0.8,"7,091",81,164,0,105,"1,528","8,969","8,691","52,917","1,103",10,11,0.55 ,六
嘉義縣,V-68,義仁橋,24,300,E120.51505,N23.44219,台18線,頂六,吳鳳廟,21,0,26,900,平原區,5.90,14.1,西,3.2,3.2,,,,,,0.5,"7,288",79,129,0,78,"1,574","9,148","8,779","53,973","1,332",17,18,0.55 ,六
嘉義縣,V-69,牛埔仔,31,770,E120.57875,N23.44755,台18線,吳鳳廟,觸口,26,900,36,0,平原區,9.10,8.8,東,3.6,,,,,,,1.0,"4,061",84,73,0,8,660,"4,886","4,729","44,463",256,16,17,0.83 ,日
嘉義縣,V-69,牛埔仔,31,770,E120.57875,N23.44755,台18線,吳鳳廟,觸口,26,900,36,0,平原區,9.10,8.8,西,3.6,,,,,,,0.6,"5,241",80,98,0,10,696,"6,125","5,975","55,738","1,212",16,17,0.83 ,日
嘉義縣,V-70,龍美,50,112,E120.64980,N23.40669,台18線,觸口,石棹,36,0,63,830,山嶺區,27.80,8.4,東,3.6,,,,,,,0.6,"1,997",47,34,0,1,337,"2,416","3,745","67,165",422,16,17,0.69 ,日
嘉義縣,V-70,龍美,50,112,E120.64980,N23.40669,台18線,觸口,石棹,36,0,63,830,山嶺區,27.80,8.4,西,3.6,,,,,,,0.6,"2,058",29,23,0,4,319,"2,433","3,694","67,637",952,16,17,0.69 ,日
嘉義縣,V-71,石棹,63,830,E120.69644,N23.47233,台18線,石棹,十字路,63,830,76,600,山嶺區,12.80,9.1,東,3.5,,,,,,,1.0,"3,380",47,30,0,1,427,"3,885","5,889","49,728",521,13,14,0.64 ,日
嘉義縣,V-71,石棹,63,830,E120.69644,N23.47233,台18線,石棹,十字路,63,830,76,600,山嶺區,12.80,9.1,西,3.8,,,,,,,0.8,"3,217",43,31,0,1,359,"3,651","5,562","46,733",928,13,14,0.64 ,日
嘉義縣,V-72,十字路,77,90,E120.75483,N23.49225,台18線,十字路,自忠,76,600,95,661,山嶺區,19.10,13.6,東,5.4,,,,,,,1.7,790,32,6,0,2,75,905,"1,464","17,286",242,11,12,0.53 ,日
嘉義縣,V-72,十字路,77,90,E120.75483,N23.49225,台18線,十字路,自忠,76,600,95,661,山嶺區,19.10,13.6,西,4.8,,,,,,,1.7,924,59,10,0,0,132,"1,125","1,863","21,488",268,11,12,0.53 ,日
雲林縣,V-73,新闢外環,44,200,E120.36334,N23.77211,台19線,自強大橋南端,崙背,37,618,45,800,平原區,8.20,20.4,北,3.5,3.5,,,,2.4,,0.8,"1,373",7,119,3,68,387,"1,957","2,047","16,047",188,15,16,0.51 ,日
雲林縣,V-73,新闢外環,44,200,E120.36334,N23.77211,台19線,自強大橋南端,崙背,37,618,45,800,平原區,8.20,20.4,南,3.5,3.5,,,,2.4,,0.8,"1,125",8,92,1,61,336,"1,623","1,696","13,309",178,17,18,0.51 ,日
雲林縣,V-74,新庄橋,49,0,E120.345341,N23.73888,台19線,崙背,褒忠,45,800,55,700,平原區,9.90,20.2,北,3.5,3.5,,,,2.5,,0.6,"2,650",29,140,2,44,675,"3,540","3,515","35,046",405,15,16,0.52 ,日
雲林縣,V-74,新庄橋,49,0,E120.345341,N23.73888,台19線,崙背,褒忠,45,800,55,700,平原區,9.90,20.2,南,3.5,3.5,,,,2.5,,0.6,"3,120",21,174,3,34,565,"3,917","3,920","38,778",440,7,8,0.52 ,日
雲林縣,V-75,頂厝橋,56,100,E120.318977,N23.68148,台19線,褒忠,元長,55,700,60,18,平原區,4.30,25.6,北,3.5,3.8,,,,2.5,,3.0,"4,702",35,301,1,127,421,"5,587","5,886","24,024",611,15,16,0.52 ,六
雲林縣,V-75,頂厝橋,56,100,E120.318977,N23.68148,台19線,褒忠,元長,55,700,60,18,平原區,4.30,25.6,南,3.5,3.8,,,,2.5,,3.0,"5,198",32,305,2,184,437,"6,158","6,568","26,479",674,15,16,0.52 ,六
雲林縣,V-76,頂寮橋,63,200,E120.30622,N23.60589,台19線,元長鄉市區,新街,60,18,66,353,平原區,6.30,18.0,北,3.5,3.5,,,,,,2.0,"3,865",79,153,0,59,"1,294","5,450","5,167","34,335",456,17,18,0.50 ,四
雲林縣,V-76,頂寮橋,63,200,E120.30622,N23.60589,台19線,元長鄉市區,新街,60,18,66,353,平原區,6.30,18.0,南,3.5,3.5,,,,,,2.0,"3,834",99,166,5,92,"1,274","5,470","5,287","34,461",450,7,8,0.50 ,四
雲林縣,V-77,溝皂,66,800,E120.29897,N23.57503,台19線,新街,北港,66,353,67,973,平原區,1.60,18.0,北,3.5,3.5,,,,,,2.0,"5,713",93,32,0,29,"3,324","9,191","7,982","14,706",667,11,12,0.56 ,六
雲林縣,V-77,溝皂,66,800,E120.29897,N23.57503,台19線,新街,北港,66,353,67,973,平原區,1.60,18.0,南,3.5,3.5,,,,,,2.0,"5,315",82,24,3,63,"1,993","7,480","6,868","11,968",517,11,12,0.56 ,六
雲林縣,V-78,港尾二號橋,71,700,E120.29000,N23.53378,台19線,北港,港尾二號橋,67,973,71,700,平原區,3.70,18.0,北,3.5,3.5,,,,,,2.0,"2,656",13,5,1,10,"1,180","3,865","3,425","14,301",293,8,9,0.51 ,四
雲林縣,V-78,港尾二號橋,71,700,E120.29000,N23.53378,台19線,北港,港尾二號橋,67,973,71,700,平原區,3.70,18.0,南,3.5,3.5,,,,,,2.0,"2,743",11,7,0,5,"1,366","4,132","3,606","15,288",277,17,18,0.51 ,四
嘉義縣,V-79,朴子大橋,82,900,E120.24430,N23.47317,台19線,港尾二號橋,朴子,71,700,82,900,平原區,11.20,19.6,北,3.5,3.5,,,,2.2,,0.6,"5,657",23,162,0,32,"3,511","9,385","8,489","105,112",750,17,18,0.50 ,四
嘉義縣,V-79,朴子大橋,82,900,E120.24430,N23.47317,台19線,港尾二號橋,朴子,71,700,82,900,平原區,11.20,19.6,南,3.5,3.5,,,,2.2,,0.6,"5,558",23,220,0,26,"3,279","9,106","8,296","101,987",762,17,18,0.50 ,四
嘉義縣,V-80,豐年橋,88,900,E120.24633,N23.42194,台19線,朴子,南勢竹,82,900,88,900,平原區,6.00,20.0,北,3.5,3.5,,,,,,3.0,"2,945",21,44,0,66,928,"4,004","3,798","24,024",334,17,18,0.55 ,四
嘉義縣,V-80,豐年橋,88,900,E120.24633,N23.42194,台19線,朴子,南勢竹,82,900,88,900,平原區,6.00,20.0,南,3.5,3.5,,,,,,3.0,"2,936",16,54,2,50,907,"3,965","3,741","23,790",272,17,18,0.55 ,四
嘉義縣,V-81,角帶圍橋,97,200,E120.25586,N23.34786,台19線,南勢竹,嘉南縣界,88,900,100,107,平原區,11.20,18.0,北,3.5,3.5,,,,,,2.0,"2,015",15,138,1,51,819,"3,039","2,892","34,037",234,17,18,0.53 ,四
嘉義縣,V-81,角帶圍橋,97,200,E120.25586,N23.34786,台19線,南勢竹,嘉南縣界,88,900,100,107,平原區,11.20,18.0,南,3.5,3.5,,,,,,2.0,"1,843",17,139,3,64,677,"2,743","2,685","30,722",263,7,8,0.53 ,四
台南市,V-82,宅港橋,110,0,E120.20333,N23.25277,台19線,嘉南縣界,學甲,100,107,113,611,平原區,13.50,16.0,北,3.5,3.5,,,,,,1.0,"3,245",62,132,6,27,"1,329","4,801","4,432","64,814",500,17,18,0.52 ,四
台南市,V-82,宅港橋,110,0,E120.20333,N23.25277,台19線,嘉南縣界,學甲,100,107,113,611,平原區,13.50,16.0,南,3.5,3.5,,,,,,1.0,"3,516",53,104,4,24,"1,330","5,031","4,634","67,919",552,9,10,0.52 ,四
台南市,V-83,新城橋,117,100,E120.18800,N23.20280,台19線,學甲,佳里,113,611,123,105,平原區,9.50,20.6,北,3.5,3.8,,,,2.3,,0.4,"4,351",83,102,1,21,"3,248","7,806","6,969","74,157",710,17,18,0.56 ,四
台南市,V-83,新城橋,117,100,E120.18800,N23.20280,台19線,學甲,佳里,113,611,123,105,平原區,9.50,20.6,南,3.5,3.8,,,,2.3,,1.0,"3,974",86,94,1,15,"2,710","6,880","6,189","65,360",559,17,18,0.56 ,四
台南市,V-84,佳南橋,125,750,E120.19050,N23.14511,台19線,佳里,西港,123,105,128,200,平原區,5.10,19.0,北,3.5,3.5,,,,2.0,,0.5,"8,013",85,175,3,49,"5,394","13,719","12,336","69,967","1,472",17,18,0.59 ,四
台南市,V-84,佳南橋,125,750,E120.19050,N23.14511,台19線,佳里,西港,123,105,128,200,平原區,5.10,19.0,南,3.5,3.5,,,,2.0,,0.5,"7,560",94,138,1,47,"4,446","12,286","11,164","62,659","1,014",17,18,0.59 ,四
台南市,V-85,西港大橋,129,800,E120.20347,N23.11142,台19線,西港,國道８,128,200,132,0,平原區,3.80,20.0,北,3.5,3.5,,,,2.0,,1.0,"16,989",146,421,3,241,"11,017","28,817","26,284","109,505","2,411",17,18,0.58 ,四
台南市,V-85,西港大橋,129,800,E120.20347,N23.11142,台19線,西港,國道８,128,200,132,0,平原區,3.80,20.0,南,3.5,3.5,,,,2.0,,1.0,"17,174",155,405,1,225,"10,715","28,675","26,194","108,965","3,393",7,8,0.58 ,四
台南市,V-86,和順北橋,134,100,E120.28800,N23.14675,台19線,國道８,安順國中,132,0,134,800,平原區,2.80,19.4,北,3.5,3.5,,,,2.0,,0.7,"10,712",168,412,3,82,"8,566","19,943","17,833","55,840","2,150",7,8,0.52 ,四
台南市,V-86,和順北橋,134,100,E120.28800,N23.14675,台19線,國道８,安順國中,132,0,134,800,平原區,2.80,19.4,南,3.5,3.5,,,,2.0,,0.7,"11,052",154,497,3,84,"9,039","20,829","18,617","58,321","1,971",17,18,0.52 ,四
台南市,V-87,溪頂寮大橋,139,700,E120.21539,N23.02575,台19線,安順國中,六甲頂,134,800,140,195,平原區,5.40,18.2,北,3.5,3.5,,,,2.0,,0.1,"11,302",148,64,0,8,"17,660","29,182","24,006","157,583","1,932",7,8,0.52 ,四
台南市,V-87,溪頂寮大橋,139,700,E120.21539,N23.02575,台19線,安順國中,六甲頂,134,800,140,195,平原區,5.40,18.2,南,3.5,3.5,,,,2.0,,0.1,"11,168",151,50,0,10,"19,673","31,052","25,271","167,681","2,090",7,8,0.52 ,四
台南市,V-88,太子橋,0,923,E120.27155,N23.30975,台19甲線,鹽水,鐵線橋,0,0,5,338,平原區,5.30,12.8,北,3.6,,,,,2.0,,0.8,"3,008",56,126,3,70,"2,559","5,822","4,871","30,857",493,10,11,0.55 ,日
台南市,V-88,太子橋,0,923,E120.27155,N23.30975,台19甲線,鹽水,鐵線橋,0,0,5,338,平原區,5.30,12.8,南,3.6,,,,,2.0,,0.8,"3,609",63,147,2,56,"2,986","6,863","5,696","36,374",602,10,11,0.55 ,日
台南市,V-89,中庄,7,166,E120.27305,N23.25547,台19甲線,鐵線橋,下營,5,338,9,575,平原區,4.20,12.8,北,3.6,,,,,2.0,,1.0,"2,069",16,52,1,17,"1,206","3,361","2,862","14,116",334,15,16,0.53 ,日
台南市,V-89,中庄,7,166,E120.27305,N23.25547,台19甲線,鐵線橋,下營,5,338,9,575,平原區,4.20,12.8,南,3.6,,,,,2.0,,0.6,"2,240",19,56,2,31,"1,404","3,752","3,191","15,758",379,15,16,0.53 ,日
台南市,V-90,玄武橋,11,338,E120.26947,N23.22102,台19甲線,下營,麻豆,9,575,16,386,平原區,6.80,12.9,北,3.6,,,,,2.2,,0.9,"3,357",29,135,2,59,"2,203","5,785","4,970","39,338",470,7,8,0.51 ,四
台南市,V-90,玄武橋,11,338,E120.26947,N23.22102,台19甲線,下營,麻豆,9,575,16,386,平原區,6.80,12.9,南,3.6,,,,,2.2,,0.4,"3,152",27,129,2,64,"1,811","5,185","4,568","35,258",485,7,8,0.51 ,四
台南市,V-91,麻善大橋,18,500,E120.25556,N23.17519,台19甲線,麻豆,溪美,16,386,21,400,平原區,5.00,18.4,北,3.5,3.5,,,,2.0,,0.2,"7,829",107,191,1,261,"8,324","16,713","14,890","83,565","2,440",8,9,0.61 ,四
台南市,V-91,麻善大橋,18,500,E120.25556,N23.17519,台19甲線,麻豆,溪美,16,386,21,400,平原區,5.00,18.4,南,3.5,3.5,,,,2.0,,0.2,"6,058",84,105,0,257,"5,162","11,666","10,726","58,330","1,564",18,19,0.61 ,四
台南市,V-92,善化國中,22,280,E120.28800,N23.14675,台19甲線,溪美,善化,21,400,24,700,平原區,3.30,20.0,北,3.5,3.5,,,,2.0,,1.0,"5,243",78,108,2,25,"3,597","9,053","8,121","29,875",864,18,19,0.60 ,四
台南市,V-92,善化國中,22,280,E120.28800,N23.14675,台19甲線,溪美,善化,21,400,24,700,平原區,3.30,20.0,南,3.5,3.5,,,,2.0,,1.0,"5,024",79,115,2,28,"4,576","9,824","8,609","32,419","1,319",7,8,0.60 ,四
台南市,V-93,三舍二號橋,28,230,E120.29486,N23.09719,台19甲線,善化,新市,24,700,30,600,平原區,5.90,19.0,北,3.5,3.5,,,,2.0,,0.5,"5,691",29,100,2,27,"6,562","12,411","10,565","73,225","1,066",17,18,0.54 ,四
台南市,V-93,三舍二號橋,28,230,E120.29486,N23.09719,台19甲線,善化,新市,24,700,30,600,平原區,5.90,19.0,南,3.5,3.5,,,,2.0,,0.5,"5,814",40,161,1,29,"6,528","12,573","10,776","74,181","1,233",7,8,0.54 ,四
台南市,V-94,地政事務所,33,500,E120.30367,N23.04544,台19甲線,新市,新化外環起點,30,600,33,900,平原區,3.30,17.0,北,3.5,3.8,,,,,,1.2,"4,408",78,148,1,29,"5,870","10,534","8,359","34,762","1,434",7,8,0.54 ,四
台南市,V-94,地政事務所,33,500,E120.30367,N23.04544,台19甲線,新市,新化外環起點,30,600,33,900,平原區,3.30,17.0,南,3.5,3.8,,,,,,1.2,"4,534",70,173,1,32,"6,117","10,927","8,668","36,059","1,198",17,18,0.54 ,四
台南市,V-95,一號橋南端,37,800,E120.32469,N22.97219,台19甲線,新化外環起點,新化外環終點,33,900,39,700,平原區,5.80,22.4,北,3.5,3.5,,,,3.7,,0.5,"1,634",26,116,1,79,395,"2,251","2,364","13,056",281,7,8,0.50 ,四
台南市,V-95,一號橋南端,37,800,E120.32469,N22.97219,台19甲線,新化外環起點,新化外環終點,33,900,39,700,平原區,5.80,22.4,南,3.5,3.5,,,,3.7,,0.5,"1,568",21,134,0,72,348,"2,143","2,261","12,429",285,17,18,0.50 ,四
台南市,V-96,許縣溪橋,46,200,E120.32469,N22.97219,台19甲線,新化外環終點,關廟,39,700,47,300,平原區,7.60,17.0,北,3.5,4.0,,,,,,1.0,"6,424",56,284,2,93,"3,683","10,542","9,429","80,119","1,202",17,18,0.57 ,四
台南市,V-96,許縣溪橋,46,200,E120.32469,N22.97219,台19甲線,新化外環終點,關廟,39,700,47,300,平原區,7.60,17.0,南,3.5,4.0,,,,,,1.0,"6,735",55,225,1,100,"3,641","10,757","9,644","81,753","1,619",7,8,0.57 ,四
台南市,V-97,保安橋,51,530,E120.34311,N22.92850,台19甲線,關廟,高雄市界,47,300,57,416,平原區,10.10,10.4,北,4.0,,,,,,,1.2,"1,862",21,96,1,45,"1,829","3,854","3,149","38,925",269,7,8,0.58 ,四
台南市,V-97,保安橋,51,530,E120.34311,N22.92850,台19甲線,關廟,高雄市界,47,300,57,416,平原區,10.10,10.4,南,4.0,,,,,,,1.2,"1,899",22,100,0,54,"1,810","3,885","3,210","39,239",371,7,8,0.58 ,四
台南市,V-98,高等法院,0,650,E120.20956,N22.99558,台20線,民生綠園圓環,臺南火車站,0,0,0,800,平原區,0.80,21.0,東,3.5,3.5,,,,2.0,,1.5,"4,821",342,9,0,0,"5,233","10,405","9,011","8,324",839,12,13,0.59 ,六
台南市,V-98,高等法院,0,650,E120.20956,N22.99558,台20線,民生綠園圓環,臺南火車站,0,0,0,800,平原區,0.80,21.0,西,3.5,3.5,,,,2.0,,1.5,"5,043",340,11,0,0,"7,343","12,737","10,710","10,190","1,222",17,18,0.59 ,六
台南市,V-99,台南公園,1,500,E120.21297,N23.00069,台20線,臺南火車站,長榮路,0,800,2,500,平原區,1.70,18.0,東,3.5,3.5,,,,,,2.0,"7,554",304,87,0,2,"14,145","22,092","16,634","37,556","1,304",18,19,0.65 ,四
台南市,V-99,台南公園,1,500,E120.21297,N23.00069,台20線,臺南火車站,長榮路,0,800,2,500,平原區,1.70,18.0,西,3.5,3.5,,,,,,2.0,"12,873",343,163,1,46,"23,982","37,408","28,163","63,594","2,432",17,18,0.65 ,四
台南市,V-I00,開元橋,3,170,E120.22628,N23.01119,台20線,長榮路,中華路,2,500,3,700,平原區,1.20,17.0,東,3.5,4.0,,,,,,1.0,"8,890",154,25,2,2,"9,593","18,666","14,927","22,399","1,254",16,17,0.58 ,四
台南市,V-I00,開元橋,3,170,E120.22628,N23.01119,台20線,長榮路,中華路,2,500,3,700,平原區,1.20,17.0,西,3.5,4.0,,,,,,1.0,"10,005",188,24,0,6,"17,161","27,384","20,638","32,861","1,737",7,8,0.58 ,四
台南市,V-I01,陸軍砲訓部,5,200,E120.28342,N23.03261,台20線,中華路,永康,3,700,6,800,平原區,3.10,17.0,東,3.5,4.0,,,,,,1.0,"14,649",128,198,0,20,"15,598","30,593","24,557","94,838","2,734",7,8,0.50 ,四
